Zipcode	Label	Proportion	Prevelance	COUNTYNAME
32080	Black or African American alone	0.01	5.92516059476214	Flagler
32080	Black or African American alone	0.01	5.92516059476214	St. Johns
32080	American Indian and Alaska Native alone	0	0	Flagler
32080	American Indian and Alaska Native alone	0	0	St. Johns
32080	American Indian and Alaska Native alone	0	5.92516059476214	Flagler
32080	American Indian and Alaska Native alone	0	5.92516059476214	St. Johns
32080	Asian alone	0	0	Flagler
32080	Asian alone	0	0	St. Johns
32080	Asian alone	0	5.92516059476214	Flagler
32080	Asian alone	0	5.92516059476214	St. Johns
32080	Native Hawaiian and Other Pacific Islander alone	0	0	Flagler
32080	Native Hawaiian and Other Pacific Islander alone	0	0	St. Johns
32080	Native Hawaiian and Other Pacific Islander alone	0	5.92516059476214	Flagler
32080	Native Hawaiian and Other Pacific Islander alone	0	5.92516059476214	St. Johns
32081	White alone	0.89	0.28271405492730206	Duval
32081	White alone	0.89	0.28271405492730206	St. Johns
32081	White alone	0.89	10.009423801830911	Duval
32081	White alone	0.89	10.009423801830911	St. Johns
32081	Black or African American alone	0.01	0.28271405492730206	Duval
32081	Black or African American alone	0.01	0.28271405492730206	St. Johns
32081	Black or African American alone	0.01	10.009423801830911	Duval
32081	Black or African American alone	0.01	10.009423801830911	St. Johns
32081	American Indian and Alaska Native alone	0.02	0.28271405492730206	Duval
32081	American Indian and Alaska Native alone	0.02	0.28271405492730206	St. Johns
32081	American Indian and Alaska Native alone	0.02	10.009423801830911	Duval
32081	American Indian and Alaska Native alone	0.02	10.009423801830911	St. Johns
32081	Asian alone	0.08	0.28271405492730206	Duval
32081	Asian alone	0.08	0.28271405492730206	St. Johns
32081	Asian alone	0.08	10.009423801830911	Duval
32081	Asian alone	0.08	10.009423801830911	St. Johns
32081	Native Hawaiian and Other Pacific Islander alone	0	0.28271405492730206	Duval
32081	Native Hawaiian and Other Pacific Islander alone	0	0.28271405492730206	St. Johns
32081	Native Hawaiian and Other Pacific Islander alone	0	10.009423801830911	Duval
32081	Native Hawaiian and Other Pacific Islander alone	0	10.009423801830911	St. Johns
32082	White alone	0.96	7.973411048167916	St. Johns
32082	Black or African American alone	0.02	7.973411048167916	St. Johns
32082	American Indian and Alaska Native alone	0	7.973411048167916	St. Johns
32082	Asian alone	0.02	7.973411048167916	St. Johns
32082	Native Hawaiian and Other Pacific Islander alone	0	7.973411048167916	St. Johns
32084	White alone	0.83	7.427085372332988	St. Johns
32084	Black or African American alone	0.16	7.427085372332988	St. Johns
32084	American Indian and Alaska Native alone	0	7.427085372332988	St. Johns
32084	Asian alone	0.01	7.427085372332988	St. Johns
32084	Native Hawaiian and Other Pacific Islander alone	0	7.427085372332988	St. Johns
32086	White alone	0.95	7.829614604462474	St. Johns
32086	Black or African American alone	0.02	7.829614604462474	St. Johns
32086	American Indian and Alaska Native alone	0.01	7.829614604462474	St. Johns
32086	Asian alone	0.02	7.829614604462474	St. Johns
32086	Native Hawaiian and Other Pacific Islander alone	0	7.829614604462474	St. Johns
32092	White alone	0.92	8.529205165613012	St. Johns
32092	Black or African American alone	0.04	8.529205165613012	St. Johns
32092	American Indian and Alaska Native alone	0	8.529205165613012	St. Johns
32092	Asian alone	0.04	8.529205165613012	St. Johns
32092	Native Hawaiian and Other Pacific Islander alone	0	8.529205165613012	St. Johns
32110	White alone	0.88	5.733639772589815	Flagler
32110	Black or African American alone	0.11	5.733639772589815	Flagler
32110	American Indian and Alaska Native alone	0	5.733639772589815	Flagler
32110	Asian alone	0.01	5.733639772589815	Flagler
32110	Native Hawaiian and Other Pacific Islander alone	0	5.733639772589815	Flagler
32114	White alone	0.46	7.863731847657321	Volusia
32114	Black or African American alone	0.52	7.863731847657321	Volusia
32114	American Indian and Alaska Native alone	0	7.863731847657321	Volusia
32114	Asian alone	0.02	7.863731847657321	Volusia
32114	Native Hawaiian and Other Pacific Islander alone	0	7.863731847657321	Volusia
32117	White alone	0.67	8.52980132450331	Volusia
32117	Black or African American alone	0.3	8.52980132450331	Volusia
32117	American Indian and Alaska Native alone	0	8.52980132450331	Volusia
32117	Asian alone	0.03	8.52980132450331	Volusia
32117	Native Hawaiian and Other Pacific Islander alone	0	8.52980132450331	Volusia
32118	White alone	0.94	5.159817351598173	Volusia
32118	Black or African American alone	0.04	5.159817351598173	Volusia
32118	American Indian and Alaska Native alone	0	5.159817351598173	Volusia
32118	Asian alone	0.02	5.159817351598173	Volusia
32118	Native Hawaiian and Other Pacific Islander alone	0	5.159817351598173	Volusia
32119	White alone	0.85	5.419799498746867	Volusia
32119	Black or African American alone	0.12	5.419799498746867	Volusia
32119	American Indian and Alaska Native alone	0	5.419799498746867	Volusia
32119	Asian alone	0.03	5.419799498746867	Volusia
32119	Native Hawaiian and Other Pacific Islander alone	0	5.419799498746867	Volusia
32127	White alone	0.93	5.579314428580828	Volusia
32127	Black or African American alone	0.04	5.579314428580828	Volusia
32127	American Indian and Alaska Native alone	0.01	5.579314428580828	Volusia
32127	Asian alone	0.02	5.579314428580828	Volusia
32127	Native Hawaiian and Other Pacific Islander alone	0	5.579314428580828	Volusia
32128	White alone	0.9	5.731010716140301	Volusia
32128	Black or African American alone	0.06	5.731010716140301	Volusia
32128	American Indian and Alaska Native alone	0.01	5.731010716140301	Volusia
32128	Asian alone	0.03	5.731010716140301	Volusia
32128	Native Hawaiian and Other Pacific Islander alone	0	5.731010716140301	Volusia
32129	White alone	0.88	5.517241379310345	Volusia
32129	Black or African American alone	0.06	5.517241379310345	Volusia
32129	American Indian and Alaska Native alone	0.01	5.517241379310345	Volusia
32129	Asian alone	0.05	5.517241379310345	Volusia
32129	Native Hawaiian and Other Pacific Islander alone	0	5.517241379310345	Volusia
32132	White alone	0.96	5.178335535006605	Volusia
32132	Black or African American alone	0.03	5.178335535006605	Volusia
32132	American Indian and Alaska Native alone	0.01	5.178335535006605	Volusia
32132	Asian alone	0	5.178335535006605	Volusia
32132	Native Hawaiian and Other Pacific Islander alone	0	5.178335535006605	Volusia
32136	White alone	0.96	4.936190705514086	Flagler
32136	White alone	0.96	4.936190705514086	Volusia
32136	White alone	0.96	0.04815795810257645	Flagler
32136	White alone	0.96	0.04815795810257645	Volusia
32136	Black or African American alone	0.03	4.936190705514086	Flagler
32136	Black or African American alone	0.03	4.936190705514086	Volusia
32136	Black or African American alone	0.03	0.04815795810257645	Flagler
32136	Black or African American alone	0.03	0.04815795810257645	Volusia
32136	American Indian and Alaska Native alone	0.01	4.936190705514086	Flagler
32136	American Indian and Alaska Native alone	0.01	4.936190705514086	Volusia
32136	American Indian and Alaska Native alone	0.01	0.04815795810257645	Flagler
32136	American Indian and Alaska Native alone	0.01	0.04815795810257645	Volusia
32136	Asian alone	0.01	4.936190705514086	Flagler
32136	Asian alone	0.01	4.936190705514086	Volusia
32136	Asian alone	0.01	0.04815795810257645	Flagler
32136	Asian alone	0.01	0.04815795810257645	Volusia
32136	Native Hawaiian and Other Pacific Islander alone	0	4.936190705514086	Flagler
32136	Native Hawaiian and Other Pacific Islander alone	0	4.936190705514086	Volusia
32136	Native Hawaiian and Other Pacific Islander alone	0	0.04815795810257645	Flagler
32136	Native Hawaiian and Other Pacific Islander alone	0	0.04815795810257645	Volusia
32137	White alone	0.88	5.025526483726867	Flagler
32137	Black or African American alone	0.08	5.025526483726867	Flagler
32137	American Indian and Alaska Native alone	0	5.025526483726867	Flagler
32137	Asian alone	0.04	5.025526483726867	Flagler
32137	Native Hawaiian and Other Pacific Islander alone	0	5.025526483726867	Flagler
32141	White alone	0.95	4.3718144080710415	Volusia
32141	Black or African American alone	0.02	4.3718144080710415	Volusia
32141	American Indian and Alaska Native alone	0.01	4.3718144080710415	Volusia
32141	Asian alone	0.01	4.3718144080710415	Volusia
32141	Native Hawaiian and Other Pacific Islander alone	0	4.3718144080710415	Volusia
32159	White alone	0.96	5.1671122994652405	Lake
32159	White alone	0.96	5.1671122994652405	Sumter
32159	White alone	0.96	0.10695187165775401	Lake
32159	White alone	0.96	0.10695187165775401	Sumter
32159	Black or African American alone	0.03	5.1671122994652405	Lake
32159	Black or African American alone	0.03	5.1671122994652405	Sumter
32159	Black or African American alone	0.03	0.10695187165775401	Lake
32159	Black or African American alone	0.03	0.10695187165775401	Sumter
32159	American Indian and Alaska Native alone	0	5.1671122994652405	Lake
32159	American Indian and Alaska Native alone	0	5.1671122994652405	Sumter
32159	American Indian and Alaska Native alone	0	0.10695187165775401	Lake
32159	American Indian and Alaska Native alone	0	0.10695187165775401	Sumter
32159	Asian alone	0.01	5.1671122994652405	Lake
32159	Asian alone	0.01	5.1671122994652405	Sumter
32159	Asian alone	0.01	0.10695187165775401	Lake
32159	Asian alone	0.01	0.10695187165775401	Sumter
32159	Native Hawaiian and Other Pacific Islander alone	0	5.1671122994652405	Lake
32159	Native Hawaiian and Other Pacific Islander alone	0	5.1671122994652405	Sumter
32159	Native Hawaiian and Other Pacific Islander alone	0	0.10695187165775401	Lake
32159	Native Hawaiian and Other Pacific Islander alone	0	0.10695187165775401	Sumter
32162	White alone	0.98	0.36214081636366946	Marion
32162	White alone	0.98	0.36214081636366946	Sumter
32162	White alone	0.98	4.187366926898509	Marion
32162	White alone	0.98	4.187366926898509	Sumter
32162	Black or African American alone	0	0.36214081636366946	Marion
32162	Black or African American alone	0	0.36214081636366946	Sumter
32162	Black or African American alone	0	4.187366926898509	Marion
32162	Black or African American alone	0	4.187366926898509	Sumter
32162	American Indian and Alaska Native alone	0	0.36214081636366946	Marion
32162	American Indian and Alaska Native alone	0	0.36214081636366946	Sumter
32162	American Indian and Alaska Native alone	0	4.187366926898509	Marion
32162	American Indian and Alaska Native alone	0	4.187366926898509	Sumter
32162	Asian alone	0.01	0.36214081636366946	Marion
32162	Asian alone	0.01	0.36214081636366946	Sumter
32162	Asian alone	0.01	4.187366926898509	Marion
32162	Asian alone	0.01	4.187366926898509	Sumter
32162	Native Hawaiian and Other Pacific Islander alone	0	0.36214081636366946	Marion
32162	Native Hawaiian and Other Pacific Islander alone	0	0.36214081636366946	Sumter
32162	Native Hawaiian and Other Pacific Islander alone	0	4.187366926898509	Marion
32162	Native Hawaiian and Other Pacific Islander alone	0	4.187366926898509	Sumter
32164	White alone	0.82	5.5385395323292705	Flagler
32164	Black or African American alone	0.15	5.5385395323292705	Flagler
32164	American Indian and Alaska Native alone	0	5.5385395323292705	Flagler
32164	Asian alone	0.02	5.5385395323292705	Flagler
32164	Native Hawaiian and Other Pacific Islander alone	0	5.5385395323292705	Flagler
32168	White alone	0.93	6.149066078976842	Volusia
32168	Black or African American alone	0.05	6.149066078976842	Volusia
32168	American Indian and Alaska Native alone	0	6.149066078976842	Volusia
32168	Asian alone	0.01	6.149066078976842	Volusia
32168	Native Hawaiian and Other Pacific Islander alone	0	6.149066078976842	Volusia
32174	White alone	0.94	0.007817844229453728	Flagler
32174	White alone	0.94	0.007817844229453728	Volusia
32174	White alone	0.94	5.585849701944689	Flagler
32174	White alone	0.94	5.585849701944689	Volusia
32174	Black or African American alone	0.04	0.007817844229453728	Flagler
32174	Black or African American alone	0.04	0.007817844229453728	Volusia
32174	Black or African American alone	0.04	5.585849701944689	Flagler
32174	Black or African American alone	0.04	5.585849701944689	Volusia
32174	American Indian and Alaska Native alone	0	0.007817844229453728	Flagler
32174	American Indian and Alaska Native alone	0	0.007817844229453728	Volusia
32174	American Indian and Alaska Native alone	0	5.585849701944689	Flagler
32174	American Indian and Alaska Native alone	0	5.585849701944689	Volusia
32174	Asian alone	0.02	0.007817844229453728	Flagler
32174	Asian alone	0.02	0.007817844229453728	Volusia
32174	Asian alone	0.02	5.585849701944689	Flagler
32174	Asian alone	0.02	5.585849701944689	Volusia
32174	Native Hawaiian and Other Pacific Islander alone	0	0.007817844229453728	Flagler
32174	Native Hawaiian and Other Pacific Islander alone	0	0.007817844229453728	Volusia
32174	Native Hawaiian and Other Pacific Islander alone	0	5.585849701944689	Flagler
32174	Native Hawaiian and Other Pacific Islander alone	0	5.585849701944689	Volusia
32176	White alone	0.97	4.730290456431535	Volusia
32176	Black or African American alone	0.02	4.730290456431535	Volusia
32176	American Indian and Alaska Native alone	0.01	4.730290456431535	Volusia
32176	Asian alone	0.01	4.730290456431535	Volusia
32176	Native Hawaiian and Other Pacific Islander alone	0	4.730290456431535	Volusia
32177	White alone	0.72	9.864034270813931	Putnam
32177	Black or African American alone	0.26	9.864034270813931	Putnam
32177	American Indian and Alaska Native alone	0.01	9.864034270813931	Putnam
32177	Asian alone	0	9.864034270813931	Putnam
32177	Native Hawaiian and Other Pacific Islander alone	0	9.864034270813931	Putnam
32205	White alone	0.73	8.041577297475664	Duval
32205	Black or African American alone	0.25	8.041577297475664	Duval
32205	American Indian and Alaska Native alone	0	8.041577297475664	Duval
32205	Asian alone	0.02	8.041577297475664	Duval
32205	Native Hawaiian and Other Pacific Islander alone	0	8.041577297475664	Duval
32206	White alone	0.26	8.810132900730018	Duval
32206	Black or African American alone	0.73	8.810132900730018	Duval
32206	American Indian and Alaska Native alone	0	8.810132900730018	Duval
32206	Asian alone	0.01	8.810132900730018	Duval
32206	Native Hawaiian and Other Pacific Islander alone	0	8.810132900730018	Duval
32207	White alone	0.72	8.808611361587015	Duval
32207	Black or African American alone	0.18	8.808611361587015	Duval
32207	American Indian and Alaska Native alone	0	8.808611361587015	Duval
32207	Asian alone	0.11	8.808611361587015	Duval
32207	Native Hawaiian and Other Pacific Islander alone	0	8.808611361587015	Duval
32208	White alone	0.17	11.82516779611556	Duval
32208	Black or African American alone	0.82	11.82516779611556	Duval
32208	American Indian and Alaska Native alone	0	11.82516779611556	Duval
32208	Asian alone	0	11.82516779611556	Duval
32208	Native Hawaiian and Other Pacific Islander alone	0	11.82516779611556	Duval
32209	White alone	0.05	8.324509944198025	Duval
32209	Black or African American alone	0.95	8.324509944198025	Duval
32209	American Indian and Alaska Native alone	0	8.324509944198025	Duval
32209	Asian alone	0	8.324509944198025	Duval
32209	Native Hawaiian and Other Pacific Islander alone	0	8.324509944198025	Duval
32210	White alone	0.56	8.707774626095926	Duval
32210	Black or African American alone	0.4	8.707774626095926	Duval
32210	American Indian and Alaska Native alone	0	8.707774626095926	Duval
32210	Asian alone	0.04	8.707774626095926	Duval
32210	Native Hawaiian and Other Pacific Islander alone	0	8.707774626095926	Duval
32211	White alone	0.57	7.344981350085537	Duval
32211	Black or African American alone	0.4	7.344981350085537	Duval
32211	American Indian and Alaska Native alone	0	7.344981350085537	Duval
32211	Asian alone	0.02	7.344981350085537	Duval
32211	Native Hawaiian and Other Pacific Islander alone	0	7.344981350085537	Duval
32216	White alone	0.71	10.870759331432607	Duval
32216	Black or African American alone	0.22	10.870759331432607	Duval
32216	American Indian and Alaska Native alone	0	10.870759331432607	Duval
32216	Asian alone	0.07	10.870759331432607	Duval
32216	Native Hawaiian and Other Pacific Islander alone	0	10.870759331432607	Duval
32217	White alone	0.84	8.045630433690135	Duval
32217	Black or African American alone	0.14	8.045630433690135	Duval
32217	American Indian and Alaska Native alone	0	8.045630433690135	Duval
32217	Asian alone	0.02	8.045630433690135	Duval
32217	Native Hawaiian and Other Pacific Islander alone	0	8.045630433690135	Duval
32218	White alone	0.45	9.703626165888107	Duval
32218	Black or African American alone	0.53	9.703626165888107	Duval
32218	American Indian and Alaska Native alone	0	9.703626165888107	Duval
32218	Asian alone	0.01	9.703626165888107	Duval
32218	Native Hawaiian and Other Pacific Islander alone	0	9.703626165888107	Duval
32220	White alone	0.79	8.936137431630845	Duval
32220	Black or African American alone	0.2	8.936137431630845	Duval
32220	American Indian and Alaska Native alone	0.01	8.936137431630845	Duval
32220	Asian alone	0	8.936137431630845	Duval
32220	Native Hawaiian and Other Pacific Islander alone	0	8.936137431630845	Duval
32221	White alone	0.61	9.45631067961165	Duval
32221	Black or African American alone	0.34	9.45631067961165	Duval
32221	American Indian and Alaska Native alone	0	9.45631067961165	Duval
32221	Asian alone	0.06	9.45631067961165	Duval
32221	Native Hawaiian and Other Pacific Islander alone	0	9.45631067961165	Duval
32223	White alone	0.94	7.923975418175898	Duval
32223	Black or African American alone	0.03	7.923975418175898	Duval
32223	American Indian and Alaska Native alone	0	7.923975418175898	Duval
32223	Asian alone	0.02	7.923975418175898	Duval
32223	Native Hawaiian and Other Pacific Islander alone	0	7.923975418175898	Duval
32224	White alone	0.86	7.274501793090926	Duval
32224	Black or African American alone	0.1	7.274501793090926	Duval
32224	American Indian and Alaska Native alone	0	7.274501793090926	Duval
32224	Asian alone	0.04	7.274501793090926	Duval
32224	Native Hawaiian and Other Pacific Islander alone	0	7.274501793090926	Duval
32225	White alone	0.77	9.040677596422988	Duval
32225	Black or African American alone	0.16	9.040677596422988	Duval
32225	American Indian and Alaska Native alone	0	9.040677596422988	Duval
32225	Asian alone	0.07	9.040677596422988	Duval
32225	Native Hawaiian and Other Pacific Islander alone	0	9.040677596422988	Duval
32226	White alone	0.8	10.704027573881406	Duval
32226	Black or African American alone	0.15	10.704027573881406	Duval
32226	American Indian and Alaska Native alone	0.01	10.704027573881406	Duval
32226	Asian alone	0.04	10.704027573881406	Duval
32226	Native Hawaiian and Other Pacific Islander alone	0	10.704027573881406	Duval
32233	White alone	0.85	7.117979102446055	Duval
32233	Black or African American alone	0.11	7.117979102446055	Duval
32233	American Indian and Alaska Native alone	0	7.117979102446055	Duval
32233	Asian alone	0.04	7.117979102446055	Duval
32233	Native Hawaiian and Other Pacific Islander alone	0	7.117979102446055	Duval
32244	White alone	0.54	8.277499074105249	Duval
32244	Black or African American alone	0.39	8.277499074105249	Duval
32244	American Indian and Alaska Native alone	0	8.277499074105249	Duval
32244	Asian alone	0.06	8.277499074105249	Duval
32244	Native Hawaiian and Other Pacific Islander alone	0	8.277499074105249	Duval
32246	White alone	0.7	9.306247455852992	Duval
32246	Black or African American alone	0.17	9.306247455852992	Duval
32246	American Indian and Alaska Native alone	0	9.306247455852992	Duval
32246	Asian alone	0.13	9.306247455852992	Duval
32246	Native Hawaiian and Other Pacific Islander alone	0	9.306247455852992	Duval
32250	White alone	0.96	10.651104749321002	Duval
32250	Black or African American alone	0.02	10.651104749321002	Duval
32250	American Indian and Alaska Native alone	0	10.651104749321002	Duval
32250	Asian alone	0.02	10.651104749321002	Duval
32250	Native Hawaiian and Other Pacific Islander alone	0	10.651104749321002	Duval
32254	White alone	0.38	8.606954061499517	Duval
32254	Black or African American alone	0.62	8.606954061499517	Duval
32254	American Indian and Alaska Native alone	0	8.606954061499517	Duval
32254	Asian alone	0	8.606954061499517	Duval
32254	Native Hawaiian and Other Pacific Islander alone	0	8.606954061499517	Duval
32256	White alone	0.7	8.835492146924473	Duval
32256	Black or African American alone	0.18	8.835492146924473	Duval
32256	American Indian and Alaska Native alone	0	8.835492146924473	Duval
32256	Asian alone	0.12	8.835492146924473	Duval
32256	Native Hawaiian and Other Pacific Islander alone	0	8.835492146924473	Duval
32257	White alone	0.82	8.533333333333333	Duval
32257	Black or African American alone	0.13	8.533333333333333	Duval
32257	American Indian and Alaska Native alone	0	8.533333333333333	Duval
32257	Asian alone	0.05	8.533333333333333	Duval
32257	Native Hawaiian and Other Pacific Islander alone	0	8.533333333333333	Duval
32258	White alone	0.78	8.570337289928311	Duval
32258	Black or African American alone	0.11	8.570337289928311	Duval
32258	American Indian and Alaska Native alone	0	8.570337289928311	Duval
32258	Asian alone	0.11	8.570337289928311	Duval
32258	Native Hawaiian and Other Pacific Islander alone	0	8.570337289928311	Duval
32259	White alone	0.9	8.381138136759981	St. Johns
32259	Black or African American alone	0.05	8.381138136759981	St. Johns
32259	American Indian and Alaska Native alone	0	8.381138136759981	St. Johns
32259	Asian alone	0.04	8.381138136759981	St. Johns
32259	Native Hawaiian and Other Pacific Islander alone	0	8.381138136759981	St. Johns
32277	White alone	0.52	7.736566956414142	Duval
32277	Black or African American alone	0.44	7.736566956414142	Duval
32277	American Indian and Alaska Native alone	0	7.736566956414142	Duval
32277	Asian alone	0.03	7.736566956414142	Duval
32277	Native Hawaiian and Other Pacific Islander alone	0	7.736566956414142	Duval
32301	White alone	0.47	9.684835712232973	Leon
32301	Black or African American alone	0.5	9.684835712232973	Leon
32301	American Indian and Alaska Native alone	0	9.684835712232973	Leon
32301	Asian alone	0.03	9.684835712232973	Leon
32301	Native Hawaiian and Other Pacific Islander alone	0	9.684835712232973	Leon
32303	White alone	0.63	8.468880780093595	Leon
32303	Black or African American alone	0.35	8.468880780093595	Leon
32303	American Indian and Alaska Native alone	0	8.468880780093595	Leon
32303	Asian alone	0.02	8.468880780093595	Leon
32303	Native Hawaiian and Other Pacific Islander alone	0	8.468880780093595	Leon
32304	White alone	0.57	12.338013499709575	Leon
32304	Black or African American alone	0.38	12.338013499709575	Leon
32304	American Indian and Alaska Native alone	0	12.338013499709575	Leon
32304	Asian alone	0.04	12.338013499709575	Leon
32304	Native Hawaiian and Other Pacific Islander alone	0	12.338013499709575	Leon
32305	White alone	0.4	8.24323031288872	Leon
32305	Black or African American alone	0.6	8.24323031288872	Leon
32305	American Indian and Alaska Native alone	0	8.24323031288872	Leon
32305	Asian alone	0	8.24323031288872	Leon
32305	Native Hawaiian and Other Pacific Islander alone	0	8.24323031288872	Leon
32308	White alone	0.74	10.363611602887103	Leon
32308	Black or African American alone	0.23	10.363611602887103	Leon
32308	American Indian and Alaska Native alone	0	10.363611602887103	Leon
32308	Asian alone	0.03	10.363611602887103	Leon
32308	Native Hawaiian and Other Pacific Islander alone	0	10.363611602887103	Leon
32309	White alone	0.83	0	Jefferson
32309	White alone	0.83	0	Leon
32309	White alone	0.83	7.03547805171377	Jefferson
32309	White alone	0.83	7.03547805171377	Leon
32309	Black or African American alone	0.12	0	Jefferson
32309	Black or African American alone	0.12	0	Leon
32309	Black or African American alone	0.12	7.03547805171377	Jefferson
32309	Black or African American alone	0.12	7.03547805171377	Leon
32309	American Indian and Alaska Native alone	0	0	Jefferson
32309	American Indian and Alaska Native alone	0	0	Leon
32309	American Indian and Alaska Native alone	0	7.03547805171377	Jefferson
32309	American Indian and Alaska Native alone	0	7.03547805171377	Leon
32309	Asian alone	0.05	0	Jefferson
32309	Asian alone	0.05	0	Leon
32309	Asian alone	0.05	7.03547805171377	Jefferson
32309	Asian alone	0.05	7.03547805171377	Leon
32309	Native Hawaiian and Other Pacific Islander alone	0	0	Jefferson
32309	Native Hawaiian and Other Pacific Islander alone	0	0	Leon
32309	Native Hawaiian and Other Pacific Islander alone	0	7.03547805171377	Jefferson
32309	Native Hawaiian and Other Pacific Islander alone	0	7.03547805171377	Leon
32310	White alone	0.44	10.505661348430262	Leon
